,Image_Link,Actor Name,Twitter Handle
216,https://pbs.twimg.com/profile_images/1246185818403663872/5cSK0nws_400x400.jpg,Deepika Padukone FC,@DeepikaPFC
217,https://pbs.twimg.com/profile_images/1235818097317007360/YZJm6lyO_400x400.jpg,சாய் தன்ஷிகா,@SaiDhanshika
218,https://pbs.twimg.com/profile_images/1188826053646544896/PZMuWP4i_400x400.jpg,Dilip Kumar,@TheDilipKumar
219,https://pbs.twimg.com/profile_images/1084130699228016646/RwAScj9d_400x400.jpg,Shiva,@actorshiva
220,https://pbs.twimg.com/profile_images/1062707800630026242/KZkh2E7f_400x400.jpg,Kunal Kapoor,@kapoorkkunal
221,https://pbs.twimg.com/profile_images/983722933309853696/evrLXooI_400x400.jpg,Shriya Saran,@shriya1109
222,https://pbs.twimg.com/profile_images/1162983103578591232/9mpH0H1-_400x400.jpg,Charmme Kaur,@Charmmeofficial
223,https://pbs.twimg.com/profile_images/870562955066097664/1QXiqgV4_400x400.jpg,Sunny Deol,@iamsunnydeol
224,https://pbs.twimg.com/profile_images/1132683534718496768/F_rmwweq_400x400.jpg,Divya Dutta,@divyadutta25
225,https://pbs.twimg.com/profile_images/991474426481856513/uMxm2LjV_400x400.jpg,Mamta Mohandas,@mamtamohan
226,https://pbs.twimg.com/profile_images/731468152396095488/GjK1TLt3_400x400.jpg,Dino Morea,@DinoMorea9
227,https://pbs.twimg.com/profile_images/1099115699463745537/YnCPh08M_400x400.jpg,Chandan Prabhakar,@haanjichandan
228,https://pbs.twimg.com/profile_images/1014171439400996865/yTrsbD2z_400x400.jpg,Tusshar,@TusshKapoor
229,https://pbs.twimg.com/profile_images/788353673185210368/jebYFY1M_400x400.jpg,Saumya Tandon,@saumyatandon
230,https://pbs.twimg.com/profile_images/1215308147125968896/ABZevR1Q_400x400.jpg,Kutty Haasan,@aksharahaasan1
231,https://pbs.twimg.com/profile_images/1015278236241100800/apC_KLF0_400x400.jpg,KUSHAL TANDON,@KushalT2803
232,https://pbs.twimg.com/profile_images/974356925516337152/fZ3ErSyr_400x400.jpg,Mini Mathur,@minimathur
233,https://pbs.twimg.com/profile_images/930316560899682304/YnXvJzGq_400x400.jpg,Esha Gupta,@eshagupta2811
234,https://pbs.twimg.com/profile_images/861256087340630018/LKRnG2MS_400x400.jpg,ma ka pa anandh,@makapa_anand
235,https://pbs.twimg.com/profile_images/1047011510281809920/sFcqdgjv_400x400.jpg,Navdeep,@pnavdeep26
236,https://pbs.twimg.com/profile_images/1066670306863939584/2kZc4BM6_400x400.jpg,Vijayalakshmi A,@vgyalakshmi
237,https://pbs.twimg.com/profile_images/1246805669165928448/KIQDu8fT_400x400.jpg,Shraddha das,@shraddhadas43
238,https://pbs.twimg.com/profile_images/534763843746930688/3KWoE0Wl_400x400.jpeg,Nisha Aggarwal,@AggNisha
239,https://pbs.twimg.com/profile_images/1162716630222344193/L_YcyzQo_400x400.jpg,vidya balan,@vidya_balan
240,https://pbs.twimg.com/profile_images/1091309923324039169/neZaTd1H_400x400.jpg,Sneha Ullal,@iamsnehaullal
241,https://pbs.twimg.com/profile_images/1204684378669899776/ws3v4xPp_400x400.jpg,Pulkit Samrat,@PulkitSamrat
242,https://pbs.twimg.com/profile_images/1197801617132683264/v01Dq5PK_400x400.jpg,vaani kapoor,@Vaaniofficial
243,https://pbs.twimg.com/profile_images/378800000170286813/0fe451875b0d575dc0cd65d7396de615_400x400.jpeg,kunal kemmu,@kunalkemmu
244,https://pbs.twimg.com/profile_images/1185504539215945728/ip9JBx1k_400x400.jpg,SONAL CHAUHAN,@sonalchauhan7
245,https://pbs.twimg.com/profile_images/1250812701036576769/tuHDsHsq_400x400.jpg,awryaditi,@awryaditi
246,https://pbs.twimg.com/profile_images/1019662882240282624/3HflW1l6_400x400.jpg,Nazriya Nazim,@NazriyaNazim_
247,https://pbs.twimg.com/profile_images/1234161940408258560/EkoHhrQm_400x400.jpg,Nimrat Kaur,@NimratOfficial
248,https://pbs.twimg.com/profile_images/965481063626588160/5tKe0Cis_400x400.jpg,Divyanka T Dahiya,@Divyanka_T
249,https://pbs.twimg.com/profile_images/1202243142512267270/y_Y2UrE8_400x400.jpg,Gautami Tadimalla,@gautamitads
250,https://pbs.twimg.com/profile_images/558283048857632768/izLouR1I_400x400.jpeg,amrita arora,@amuarora
251,https://pbs.twimg.com/profile_images/686924867065647105/tSHsbX5k_400x400.jpg,Ayesha Takia Azmi♡,@Ayeshatakia
252,https://pbs.twimg.com/profile_images/855603040534970368/_1UdUUME_400x400.jpg,Kirron Kher,@KirronKherBJP
253,https://pbs.twimg.com/profile_images/1243998063040978946/CO50e9x__400x400.jpg,Aftab at 🏡,@AftabShivdasani
254,https://pbs.twimg.com/profile_images/1095277301606998016/wzhLVyir_400x400.jpg,Esha Deol,@Esha_Deol
255,https://pbs.twimg.com/profile_images/829892143225401344/8XtPV2NW_400x400.jpg,Prithviraj Sukumaran,@PrithviOfficial
256,https://pbs.twimg.com/profile_images/878596877268025344/7Xr9dzKQ_400x400.jpg,Honeypreet  Insan,@insan_honey
257,https://pbs.twimg.com/profile_images/1148535875887722497/FakePNw8_400x400.jpg,P,@parnomittra
258,https://pbs.twimg.com/profile_images/1251391826835017728/iFarY91J_400x400.jpg,TheRichaChadha,@RichaChadha
259,https://pbs.twimg.com/profile_images/1241251638125289472/wInCPUjX_400x400.jpg,Sri Divya,@SDsridivya
260,https://pbs.twimg.com/profile_images/964832558423867392/rBj22djj_400x400.jpg,Tisca Chopra,@tiscatime
261,https://pbs.twimg.com/profile_images/1253215640661475329/R3-2-3CS_400x400.jpg,Karan Kundrra,@kkundrra
262,https://pbs.twimg.com/profile_images/1007940501939425280/MRmiZWLG_400x400.jpg,Surveen,@SurveenChawla
263,https://pbs.twimg.com/profile_images/1113371630036606976/7eX_5aBM_400x400.png,Sonali Bendre Behl,@iamsonalibendre
264,https://pbs.twimg.com/profile_images/955553399021490181/JUeOL88c_400x400.jpg,Ajaz Khan,@AjazkhanActor
265,https://pbs.twimg.com/profile_images/1219839494670733312/vRzuLG3O_400x400.jpg,Drashti Dhami,@drashti10
266,https://pbs.twimg.com/profile_images/1190535171499528193/WlZWebLo_400x400.jpg,Purab Kohli,@Purab_Kohli
267,https://pbs.twimg.com/profile_images/1252587277185888258/l4AZB6UF_400x400.jpg,Fardeen Feroz Khan,@FardeenFKhan
268,https://pbs.twimg.com/profile_images/1250644342206869504/Mu2I5vM4_400x400.jpg,Pia Bajpiee,@PiaBajpai
269,https://pbs.twimg.com/profile_images/909363548345815040/iwPVoitV_400x400.jpg,Mugdha Veira Godse,@mugdhagodse267
270,https://pbs.twimg.com/profile_images/719522366670315520/txmy1gRO_400x400.jpg,K . A,@kamaladli
271,https://pbs.twimg.com/profile_images/907210349341851650/gFz-obgy_400x400.jpg,Jackky  Bhagnani,@jackkybhagnani
272,https://pbs.twimg.com/profile_images/1122907851352002560/3V1w2b5d_400x400.jpg,Pooja Bedi,@poojabeditweets
273,https://pbs.twimg.com/profile_images/839361212903219201/6mPKh-lY_400x400.jpg,Ram Kapoor,@RamKapoor
274,https://pbs.twimg.com/profile_images/1186193855906861063/IDKs6YIV_400x400.jpg,Bani J⚡️,@bani_j
275,https://pbs.twimg.com/profile_images/1251062914435280902/Fi0-ctnM_400x400.jpg,Mukti Mohan,@thisIsMukti
276,https://pbs.twimg.com/profile_images/1239546400423084033/a7YkzTRg_400x400.jpg,Koena Mitra,@koenamitra
277,https://pbs.twimg.com/profile_images/850192065673777153/wUK7h9fs_400x400.jpg,Ruben Onsu,@ruben_onsu
278,https://pbs.twimg.com/profile_images/947708578512756736/yxCJD93F_400x400.jpg,Sourabh raaj jain,@saurabhraajjain
279,https://pbs.twimg.com/profile_images/1014863282660954112/Xk5_Lz_4_400x400.jpg,Vinay Pathak,@pathakvinay
280,https://pbs.twimg.com/profile_images/1200671290182586369/Q5q64FHK_400x400.jpg,Shreyas Talpade,@shreyastalpade1
281,https://pbs.twimg.com/profile_images/564666090203009024/Hnng0p_2_400x400.jpeg,Sargun Mehta,@sargun_mehta
282,https://pbs.twimg.com/profile_images/1176286464767737856/YDrq2AIB_400x400.jpg,Karthika Nair,@KarthikaNair9
283,https://pbs.twimg.com/profile_images/1086234166516080641/2z7ECOaE_400x400.jpg,Shazahn Padamsee,@shazahnpadamsee
284,https://pbs.twimg.com/profile_images/835835688604041216/0sxvAyw1_400x400.jpg,shibani dandekar,@shibanidandekar
285,https://pbs.twimg.com/profile_images/770163670743552000/S1wonYj2_400x400.jpg,Divya Khosla Kumar,@iamDivyaKhosla
286,https://pbs.twimg.com/profile_images/1237015946570502144/1ICQb0X7_400x400.jpg,Kajju,@KajalAgarwal
287,https://pbs.twimg.com/profile_images/502339817749753856/2lDBm4TJ_400x400.jpeg,abhay deol,@AbhayDeol
288,https://pbs.twimg.com/profile_images/714039807/DSC_0138_400x400.jpg,Aparna Sen,@senaparna
289,https://pbs.twimg.com/profile_images/212824952/ranbir-kapoor-pic-10_400x400.jpg,Ranbir Kapoor,@Ranbir_Kapoor
290,https://pbs.twimg.com/profile_images/1185799493691662336/dOxndhZ4_400x400.jpg,PAYAL ROHATGI & Team- Bhagwan Ram Bhakts,@Payal_Rohatgi
291,https://pbs.twimg.com/profile_images/1066939255476248576/MiVuiz0-_400x400.jpg,Sana Khaan,@sanaak21
292,https://pbs.twimg.com/profile_images/1198969343100542976/LsYycDUv_400x400.jpg,Ananya Panday,@ananyapandayy
293,https://pbs.twimg.com/profile_images/1233837070264782848/wCTTAS5N_400x400.jpg,Karanvir Bohra,@KVBohra
294,https://pbs.twimg.com/profile_images/1223334893586931713/V2AT_Zfb_400x400.jpg,Vidyut Jammwal,@VidyutJammwal
295,https://pbs.twimg.com/profile_images/378800000812449082/2ad999b6aac6ca3b73d067e32efb326e_400x400.jpeg,Chunky Panday,@ChunkyThePanday
296,https://pbs.twimg.com/profile_images/1239128474058514438/G3FdMV_-_400x400.jpg,Shafaqnaaz,@shafaqnaaz777
297,https://pbs.twimg.com/profile_images/858257973147086848/kuL4VsBt_400x400.jpg,Charnpreet Insan,@Charnpreet77
298,https://pbs.twimg.com/profile_images/741934918/img-001223_copy_400x400.jpg,neelam kothari soni,@neelamkothari
299,https://pbs.twimg.com/profile_images/1252295590261649412/MYEfX3Ni_400x400.jpg,Ranvir Shorey,@RanvirShorey
300,https://pbs.twimg.com/profile_images/960155350/IMG_5375_400x400.JPG,Namitha,@inamitha
301,https://pbs.twimg.com/profile_images/1176773910336921600/N94bqJrj_400x400.jpg,Shakti Arora,@shaktiarora
302,https://pbs.twimg.com/profile_images/1241238140628512768/S8LVG9M3_400x400.jpg,Sanya Malhotra,@sanyamalhotra07
303,https://pbs.twimg.com/profile_images/3634544365/7f37850f39fd33cede5ed293e6ce6d30_400x400.jpeg,Nafisa Khan,@jiahkhan
304,https://pbs.twimg.com/profile_images/652106818567700481/KBld82QK_400x400.jpg,Maheep Kapoor ❤️✨✨,@maheepkapoor
305,https://pbs.twimg.com/profile_images/1237375414378651648/qyDxgcw7_400x400.jpg,Sachiin,@sachiinjoshi
306,https://pbs.twimg.com/profile_images/1241752601177346049/RER1hojQ_400x400.jpg,Shahid Kapoor Online / #Jersey,@Shahid_Online
307,https://pbs.twimg.com/profile_images/910671033/IMG00060-20090828-1916_400x400.jpg,Bhavana Pandey,@BhavanaPandey
308,https://pbs.twimg.com/profile_images/1251522611579727878/njWGKxaW_400x400.jpg,Chiyaan Vikram Fans,@chiyaanCVF
309,https://pbs.twimg.com/profile_images/977468648678920192/rzxl_2cx_400x400.jpg,Sana Saeed,@sanasaeed17
310,https://pbs.twimg.com/profile_images/1222254442579288064/SsAThEr3_400x400.jpg,Karan Singh Grover,@Iamksgofficial
311,https://pbs.twimg.com/profile_images/1250792326147932160/8kSnqRDo_400x400.jpg,sanjay suri,@sanjaysuri
312,https://pbs.twimg.com/profile_images/1240157526588567552/g04qXRM5_400x400.jpg,Amyra Dastur,@AmyraDastur93
313,https://pbs.twimg.com/profile_images/839615118254227456/wAGozuuc_400x400.jpg,rohini iyer,@rohiniyer
314,https://pbs.twimg.com/profile_images/3689331972/c25f84b62c20304b0431a722e1de5c15_400x400.jpeg,Anushka Shetty,@_anushkashetty
315,https://pbs.twimg.com/profile_images/1491608235/KB_ON_TWITTER_2011_400x400.jpg,KABIR BEDI,@iKabirBedi
316,https://pbs.twimg.com/profile_images/1249440922640752640/tvnfBKXV_400x400.jpg,Sara Ali Khan,@mysarakhan
317,https://pbs.twimg.com/profile_images/1142737555709997057/akC73cDj_400x400.jpg,Shama Sikander,@shamasikander
318,https://pbs.twimg.com/profile_images/1250029977845686272/pFSgJC-I_400x400.jpg,Shahana Goswami,@ShahanaGoswami
319,https://pbs.twimg.com/profile_images/502150752739921920/4GIohhb5_400x400.jpeg,Rima Kallingal,@rimakallingal
320,https://pbs.twimg.com/profile_images/1108949604/40534_143065852384236_100000424655045_319120_6653255_n_400x400.jpg,silambarasan,@STRhere
321,https://pbs.twimg.com/profile_images/767363624843304960/0zV4Iypq_400x400.jpg,Vidya Balan FC,@Vidya_BalanFC
322,https://pbs.twimg.com/profile_images/695337180693032962/N6LNeCt1_400x400.jpg,Yuvika Choudhary,@yuvikachoudhary
323,https://pbs.twimg.com/profile_images/1055049628389756928/FQ0XnraD_400x400.jpg,Rhea Chakraborty,@Tweet2Rhea
324,https://pbs.twimg.com/profile_images/1210427082305462272/Obtadyrb_400x400.jpg,Roopa Ganguly,@RoopaSpeaks
325,https://pbs.twimg.com/profile_images/1128390863/uzz_400x400.jpg,kangana ranaut,@kangna_ranaut
326,https://pbs.twimg.com/profile_images/710235023178403842/bG8MtwS-_400x400.jpg,Paras Arora,@theparasarora
327,https://pbs.twimg.com/profile_images/938034610453098496/ENc2y53V_400x400.jpg,Saqib Saleem,@Saqibsaleem
328,https://pbs.twimg.com/profile_images/1175013624995123200/r-7k5xWJ_400x400.jpg,Catherine Tresa,@CatherineTresa1
329,https://pbs.twimg.com/profile_images/633384675722022912/T96tIxch_400x400.jpg,Priyanka Chopra FC,@PriyankaFanClub
330,https://pbs.twimg.com/profile_images/794530859416174593/L9FNCpoL_400x400.jpg,Punit J Pathak,@punitjpathak
331,https://pbs.twimg.com/profile_images/1175495299/11_-_Copy__2__400x400.jpg,Dev Anand,@itsmedevanand
332,https://pbs.twimg.com/profile_images/1114506749594095618/5y1cPWcs_400x400.jpg,Milind Usha Soman,@milindrunning
333,https://pbs.twimg.com/profile_images/1068132999105892353/WrudJewf_400x400.jpg,Ｍｉｓｔｅｒ　Ｃｈａｎｇ,@MeiyangChang
334,https://pbs.twimg.com/profile_images/858235973850734592/fYbpdwZX_400x400.jpg,Dhaval Gada,@gada_dhaval
335,https://pbs.twimg.com/profile_images/1244891699962187777/gop_XE5E_400x400.jpg,Khurafati Nitin,@khurafatinitin
336,https://pbs.twimg.com/profile_images/1051823033428652033/wIFIFxqW_400x400.jpg,Praneet bhat,@PraneetBhat
337,https://pbs.twimg.com/profile_images/1482812466/324685664_400x400.jpg,indah kalalo,@indah_kalalo
338,https://pbs.twimg.com/profile_images/735479183879643136/5MNaqk-A_400x400.jpg,Dimpy Ganguly,@iamdimpyganguly
339,https://pbs.twimg.com/profile_images/576805180659761152/uMJXnXa5_400x400.jpeg,Ranbir Kapoor,@ranbirrk
340,https://pbs.twimg.com/profile_images/946039306161754112/8J-Kq0Nt_400x400.jpg,Maryam Zakaria,@MaryamZakaria
341,https://pbs.twimg.com/profile_images/692188807790223363/KUMUeoD9_400x400.jpg,Freida Pinto,@BecauseImFreida
342,https://pbs.twimg.com/profile_images/1240442941891477504/vFQqVVqk_400x400.jpg,Arsh Bajwa,@arshbajwaa
343,https://pbs.twimg.com/profile_images/667250879674748928/WY2HkHaP_400x400.jpg,Shantanu Maheshwari,@shantanum07
344,https://pbs.twimg.com/profile_images/1098171323442962432/my_7TcDK_400x400.jpg,rajat tokas,@RajjatTokas
345,https://pbs.twimg.com/profile_images/1236442992933777409/JXS3SW0-_400x400.jpg,Ravi P Bhatiya,@ravipbhatiya
346,https://pbs.twimg.com/profile_images/992109817366962176/82rs7sqf_400x400.jpg,Ena Saha,@SahaEna
347,https://pbs.twimg.com/profile_images/723172222/sana1_400x400.jpg,Sana khan,@sanakhan0023
348,https://pbs.twimg.com/profile_images/1132524486379618309/3-ClfQy3_400x400.jpg,ANIRUDH DAVE,@aniruddh_dave
349,https://pbs.twimg.com/profile_images/1038269401269772288/JjWOF5hR_400x400.jpg,Soumik Sen,@bangdu
350,https://pbs.twimg.com/profile_images/470538690138087424/nFVYZnWs_400x400.jpeg,Vanessa Price,@ThatLadyV
351,https://pbs.twimg.com/profile_images/1095588808182153217/9qGkVgN__400x400.jpg,Siddhant Chaturvedi,@SiddhantChturvD
352,https://pbs.twimg.com/profile_images/1251188690644164609/FARAgLHB_400x400.jpg,Naveen Kasturia,@nouwwwin
353,https://pbs.twimg.com/profile_images/921419481137659904/Zx7hBn58_400x400.jpg,Mahesh Shetty,@maheshshetty
354,https://pbs.twimg.com/profile_images/473100357183086593/Tb1zDfon_400x400.jpeg,Team Preity Zinta,@teampreity
355,https://pbs.twimg.com/profile_images/652678679735218176/W8Nsf9v5_400x400.jpg,Aishwarya Rai,@AishwaryaRai
356,https://pbs.twimg.com/profile_images/1767802118/13205116918091327032388700_400x400.jpg,Salman Khan,@imsalman
357,https://pbs.twimg.com/profile_images/847925715169300480/KypUxcwf_400x400.jpg,Anirban Dasgupta,@adg_5
358,https://pbs.twimg.com/profile_images/1692678436/Mammootty_300_400x400.jpg,Mammootty,@mammootty
359,https://pbs.twimg.com/profile_images/1212237905961185280/iY0wBpD9_400x400.jpg,Gulshan Devaiah,@gulshandevaiah
360,https://pbs.twimg.com/profile_images/1065930848141230080/dUd7dJC0_400x400.jpg,Waluscha De Sousa,@Iamwaluscha
361,https://pbs.twimg.com/profile_images/1234373840152776704/0ox0h38e_400x400.jpg,Fahadh Faasil,@Fahadh_Offl
362,https://pbs.twimg.com/profile_images/486717776950591488/USnTlQ35_400x400.jpeg,Saurabh Raj Jain,@SaurabhRajJain
363,https://pbs.twimg.com/profile_images/864236796493922305/xVkfbCVx_400x400.jpg,Akshay Oberoi,@Akshay0beroi
364,https://pbs.twimg.com/profile_images/1189338838507741185/dNV216De_400x400.jpg,.,@shan_daar
365,https://pbs.twimg.com/profile_images/878612904161026049/7Ltgk7uD_400x400.jpg,Shiv Panditt,@ShivPanditt
366,https://pbs.twimg.com/profile_images/378800000721582335/e6a3bc2357267fd23b1cc4b67110f457_400x400.jpeg,Charmy Kaur,@CharmyKaur
367,https://pbs.twimg.com/profile_images/414381701683752960/H8dwIS4__400x400.jpeg,ജോർജ്കുട്ടി,@Dhrishyam
